model,batch,context,native_gf,native_splits,native_grouping_control_exact,relative_l2,hot_native_us,hot_vllm_us,evicted_native_us,evicted_vllm_us,experiment,arm,repeat
gemma31,4,4096,8,33,True,0.00023823596711736172,150.09599924087524,64.38400223851204,149.74399656057358,67.63200089335442,gemma31-candidate-r1,candidate,1
gemma31,16,4096,8,33,True,0.00034583674278110266,588.6240005493164,192.86400079727173,588.096022605896,196.56000286340714,gemma31-candidate-r1,candidate,1
gemma31,1,8192,8,33,True,0.0002541221911087632,77.45600119233131,43.088000267744064,76.60800218582153,46.86399921774864,gemma31-candidate-r1,candidate,1
gemma31,4,8192,8,33,True,0.00015183520736172795,264.41600918769836,106.09600320458412,264.20798897743225,110.11199653148651,gemma31-candidate-r1,candidate,1
gemma31,16,8192,8,33,True,0.00039306579856202006,1046.9120144844055,364.01601135730743,1048.1280088424683,365.9040033817291,gemma31-candidate-r1,candidate,1
gemma31,1,32768,8,33,True,9.063593461178243e-05,251.0560005903244,104.91200163960457,249.7119978070259,111.82400211691856,gemma31-candidate-r1,candidate,1
gemma31,4,32768,8,33,True,0.0002239967870991677,953.5519778728485,361.34400963783264,955.024003982544,362.14400827884674,gemma31-candidate-r1,candidate,1
gemma31,16,32768,8,33,True,0.00035036896588280797,3798.256039619446,1369.5520162582397,3798.4479665756226,1369.3919777870178,gemma31-candidate-r1,candidate,1
gemma31,1,1024,8,33,True,0.0002006630675168708,25.855999439954758,16.416000202298164,26.240000501275063,19.039999693632126,gemma31-candidate-r2,candidate,2
gemma31,4,1024,8,33,True,0.0001845392253017053,62.70400062203407,26.592000387609005,63.4239986538887,30.09600006043911,gemma31-candidate-r2,candidate,2
gemma31,16,1024,8,33,True,0.0003687248972710222,241.56799912452698,66.59199669957161,242.5599992275238,69.91999968886375,gemma31-candidate-r2,candidate,2
gemma31,1,4096,8,33,True,0.00021541709429584444,47.40799963474274,23.744000121951103,48.19199815392494,31.26399964094162,gemma31-candidate-r2,candidate,2
gemma31,4,4096,8,33,True,0.00023823596711736172,149.99999850988388,64.36800211668015,150.12799948453903,67.71200150251389,gemma31-candidate-r2,candidate,2
gemma31,16,4096,8,33,True,0.00034583674278110266,587.2959792613983,194.44800168275833,588.7359976768494,197.05599546432495,gemma31-candidate-r2,candidate,2
gemma31,1,8192,8,33,True,0.0002541221911087632,77.27999985218048,42.71999932825565,76.60800218582153,46.73600010573864,gemma31-candidate-r2,candidate,2
gemma31,4,8192,8,33,True,0.00015183520736172795,263.5039985179901,104.99200224876404,264.6400034427643,109.02400314807892,gemma31-candidate-r2,candidate,2
gemma31,16,8192,8,33,True,0.00039306579856202006,1047.2800135612488,363.2639944553375,1047.2000241279602,365.26399850845337,gemma31-candidate-r2,candidate,2
gemma31,1,32768,8,33,True,9.063593461178243e-05,250.88000297546387,106.78400099277496,250.03200769424438,111.87200248241425,gemma31-candidate-r2,candidate,2
gemma31,4,32768,8,33,True,0.0002239967870991677,954.1600048542023,360.75200140476227,955.0720155239105,362.9920035600662,gemma31-candidate-r2,candidate,2
gemma31,16,32768,8,33,True,0.00035036896588280797,3796.4160442352295,1367.8399920463562,3797.792077064514,1368.1600093841553,gemma31-candidate-r2,candidate,2
gemma31,1,1024,4,33,True,0.0002006630675168708,33.72799977660179,16.303999349474907,34.591998904943466,17.95199979096651,gemma31-control-r1,control,1
gemma31,4,1024,4,33,True,0.0001845392253017053,96.46399691700935,24.992000311613083,98.63999858498573,30.14400042593479,gemma31-control-r1,control,1
gemma31,16,1024,4,33,True,0.0003687248972710222,381.47199153900146,66.94400310516357,385.18400490283966,70.01599669456482,gemma31-control-r1,control,1
gemma31,1,4096,4,33,True,0.00021541709429584444,79.23199981451035,23.53600040078163,79.31200042366982,31.039999797940254,gemma31-control-r1,control,1
gemma31,4,4096,4,33,True,0.00023823596711736172,273.24798703193665,64.41599875688553,274.86400306224823,67.72800162434578,gemma31-control-r1,control,1
gemma31,16,4096,4,33,True,0.00034583674278110266,1088.8000130653381,193.58399510383606,1092.8320288658142,196.56000286340714,gemma31-control-r1,control,1
gemma31,1,8192,4,33,True,0.0002541221911087632,136.4160031080246,43.295999988913536,136.88000291585922,46.959999948740005,gemma31-control-r1,control,1
gemma31,4,8192,4,33,True,0.00015183520736172795,504.2399764060974,105.84000125527382,504.86400723457336,109.98399928212166,gemma31-control-r1,control,1
gemma31,16,8192,4,33,True,0.00039306579856202006,2003.2480955123901,362.8159910440445,2006.3519477844238,365.4720038175583,gemma31-control-r1,control,1
gemma31,1,32768,4,33,True,9.063593461178243e-05,484.2880070209503,105.91999813914299,484.52799022197723,112.17599734663963,gemma31-control-r1,control,1
gemma31,4,32768,4,33,True,0.0002239967870991677,1896.064043045044,362.0319962501526,1892.416000366211,363.40799927711487,gemma31-control-r1,control,1
gemma31,16,32768,4,33,True,0.00035036896588280797,7572.0319747924805,1366.6560053825378,7562.544107437134,1368.4960007667542,gemma31-control-r1,control,1
gemma31,1,1024,4,33,True,0.0002006630675168708,34.272000193595886,16.88000001013279,34.92800146341324,18.432000651955605,gemma31-control-r2,control,2
gemma31,4,1024,4,33,True,0.0001845392253017053,97.29600325226784,26.655999943614006,98.84800016880035,30.192000791430473,gemma31-control-r2,control,2
gemma31,16,1024,4,33,True,0.0003687248972710222,381.20000064373016,68.65600124001503,385.24800539016724,69.95200365781784,gemma31-control-r2,control,2
gemma31,1,4096,4,33,True,0.00021541709429584444,79.42400127649307,24.73600022494793,79.23199981451035,31.26399964094162,gemma31-control-r2,control,2
gemma31,4,4096,4,33,True,0.00023823596711736172,274.6399939060211,64.19199705123901,276.8640071153641,67.52000004053116,gemma31-control-r2,control,2
gemma31,16,4096,4,33,True,0.00034583674278110266,1090.7360315322876,196.03200256824493,1089.24800157547,196.35199755430222,gemma31-control-r2,control,2
gemma31,1,8192,4,33,True,0.0002541221911087632,136.46399974822998,44.14399899542332,136.62400096654892,46.60800099372864,gemma31-control-r2,control,2
gemma31,4,8192,4,33,True,0.00015183520736172795,505.0719976425171,107.12000355124474,505.42399287223816,110.59200018644333,gemma31-control-r2,control,2
gemma31,16,8192,4,33,True,0.00039306579856202006,2006.7520141601562,363.72800171375275,2006.6560506820679,364.9760037660599,gemma31-control-r2,control,2
gemma31,1,32768,4,33,True,9.063593461178243e-05,483.99999737739563,106.49599879980087,484.16000604629517,111.95200309157372,gemma31-control-r2,control,2
gemma31,4,32768,4,33,True,0.0002239967870991677,1896.9600200653076,361.7280125617981,1894.38396692276,364.25599455833435,gemma31-control-r2,control,2
gemma31,16,32768,4,33,True,0.00035036896588280797,7571.023941040039,1368.623971939087,7555.808067321777,1369.5520162582397,gemma31-control-r2,control,2
qwen27,1,1024,6,33,True,0.0021878161933273077,17.632000148296356,15.471999999135733,18.303999677300453,15.744000673294067,qwen27-candidate-r1,candidate,1
qwen27,4,1024,6,33,True,0.002144108060747385,40.272001177072525,16.383999958634377,40.92799872159958,20.464000292122364,qwen27-candidate-r1,candidate,1
qwen27,16,1024,6,33,True,0.002173534594476223,136.78400218486786,39.76000100374222,138.99199664592743,42.41599887609482,qwen27-candidate-r1,candidate,1
qwen27,1,4096,6,33,True,0.002174102235585451,30.62400035560131,18.239999189972878,30.719999223947525,21.568000316619873,qwen27-candidate-r1,candidate,1
qwen27,4,4096,6,33,True,0.002148633124306798,90.65599739551544,38.016000762581825,90.7519981265068,42.55999997258186,qwen27-candidate-r1,candidate,1
qwen27,16,4096,6,33,True,0.0021663487423211336,333.0239951610565,102.68799960613251,335.60000360012054,107.5039990246296,qwen27-candidate-r1,candidate,1
qwen27,1,8192,6,33,True,0.0022709867917001247,47.599999234080315,21.45600039511919,47.02400043606758,29.839999973773956,qwen27-candidate-r1,candidate,1
qwen27,4,8192,6,33,True,0.002189111663028598,153.6320000886917,59.327999129891396,153.951995074749,65.16799703240395,qwen27-candidate-r1,candidate,1
qwen27,16,8192,6,33,True,0.0022223491687327623,585.9520137310028,190.41600078344345,588.7199938297272,192.6399990916252,qwen27-candidate-r1,candidate,1
qwen27,1,32768,6,33,True,0.0021347650326788425,144.54400539398193,61.135999858379364,144.49600130319595,68.27199831604958,qwen27-candidate-r1,candidate,1
qwen27,4,32768,6,33,True,0.0022060293704271317,540.2399897575378,187.1040016412735,539.9679839611053,192.4320012331009,qwen27-candidate-r1,candidate,1
qwen27,16,32768,6,33,True,0.002236811211332679,2117.3120737075806,693.77601146698,2121.664047241211,698.3039975166321,qwen27-candidate-r1,candidate,1
qwen27,1,1024,6,33,True,0.0021878161933273077,17.535999417304993,15.583999920636415,18.303999677300453,15.696000307798386,qwen27-candidate-r2,candidate,2
qwen27,4,1024,6,33,True,0.002144108060747385,40.38400016725063,17.008000053465366,41.08799993991852,20.655999891459942,qwen27-candidate-r2,candidate,2
qwen27,16,1024,6,33,True,0.002173534594476223,136.59200072288513,40.94400070607662,139.23199474811554,42.927999049425125,qwen27-candidate-r2,candidate,2
qwen27,1,4096,6,33,True,0.002174102235585451,30.7839997112751,18.33599992096424,30.81599995493889,21.63200080394745,qwen27-candidate-r2,candidate,2
qwen27,4,4096,6,33,True,0.002148633124306798,90.33600240945816,38.60799968242645,90.84799885749817,42.51199960708618,qwen27-candidate-r2,candidate,2
qwen27,16,4096,6,33,True,0.0021663487423211336,332.94399082660675,104.60799932479858,335.3919982910156,107.744000852108,qwen27-candidate-r2,candidate,2
qwen27,1,8192,6,33,True,0.0022709867917001247,47.120001167058945,21.75999991595745,47.05600067973137,30.047999694943428,qwen27-candidate-r2,candidate,2
qwen27,4,8192,6,33,True,0.002189111663028598,153.80799770355225,59.29599888622761,154.1920006275177,65.34399837255478,qwen27-candidate-r2,candidate,2
qwen27,16,8192,6,33,True,0.0022223491687327623,585.0879848003387,190.11200219392776,588.7840092182159,192.73599982261658,qwen27-candidate-r2,candidate,2
qwen27,1,32768,6,33,True,0.0021347650326788425,144.1439986228943,61.45600043237209,144.41600441932678,68.14399734139442,qwen27-candidate-r2,candidate,2
qwen27,4,32768,6,33,True,0.0022060293704271317,539.1840040683746,187.18399852514267,540.367990732193,193.05599480867386,qwen27-candidate-r2,candidate,2
qwen27,16,32768,6,33,True,0.002236811211332679,2116.912007331848,696.5439915657043,2121.3760375976562,698.0799734592438,qwen27-candidate-r2,candidate,2
qwen27,1,1024,2,11,True,0.0021878168918192387,19.248000346124172,15.39199985563755,21.712000481784344,15.680000185966492,qwen27-control-r1,control,1
qwen27,4,1024,2,11,True,0.0021432009525597095,59.90399979054928,16.3199994713068,60.92799827456474,19.984000362455845,qwen27-control-r1,control,1
qwen27,16,1024,2,11,True,0.0021735993213951588,218.56000274419785,38.15999999642372,220.60799598693848,42.1920008957386,qwen27-control-r1,control,1
qwen27,1,4096,2,11,True,0.002174102235585451,53.79199981689453,18.17600056529045,54.07999828457832,21.51999995112419,qwen27-control-r1,control,1
qwen27,4,4096,2,11,True,0.002148593310266733,188.76799941062927,37.34400123357773,188.20799887180328,42.288001626729965,qwen27-control-r1,control,1
qwen27,16,4096,2,11,True,0.0021661289501935244,725.9200215339661,102.63999924063683,728.8959920406342,107.53599926829338,qwen27-control-r1,control,1
qwen27,1,8192,2,11,True,0.0022709867917001247,95.47199681401253,21.536000072956085,95.83999961614609,29.56799976527691,qwen27-control-r1,control,1
qwen27,4,8192,2,11,True,0.0021891372743993998,352.7199923992157,58.9120015501976,353.7919968366623,65.42399898171425,qwen27-control-r1,control,1
qwen27,16,8192,2,11,True,0.0022223142441362143,1392.9279446601868,188.91200423240662,1393.9840197563171,192.7039995789528,qwen27-control-r1,control,1
qwen27,1,32768,2,11,True,0.00213429844006896,347.55200147628784,61.2960010766983,348.59199821949005,68.38399916887283,qwen27-control-r1,control,1
qwen27,4,32768,2,11,True,0.0022060570772737265,1358.7200045585632,187.03999370336533,1366.3519620895386,193.29600036144257,qwen27-control-r1,control,1
qwen27,16,32768,2,11,True,0.0022368086501955986,5442.447900772095,693.2640075683594,5440.464019775391,698.5599994659424,qwen27-control-r1,control,1
qwen27,1,1024,2,11,True,0.0021878168918192387,19.519999623298645,15.552000142633915,21.856000646948814,15.647999942302704,qwen27-control-r2,control,2
qwen27,4,1024,2,11,True,0.0021432009525597095,60.62399968504906,16.656000167131424,60.95999851822853,20.255999639630318,qwen27-control-r2,control,2
qwen27,16,1024,2,11,True,0.0021735993213951588,218.75200420618057,38.46400044858456,220.06399929523468,42.17600077390671,qwen27-control-r2,control,2
qwen27,1,4096,2,11,True,0.002174102235585451,53.58400009572506,18.36800016462803,54.06400002539158,21.55200019478798,qwen27-control-r2,control,2
qwen27,4,4096,2,11,True,0.002148593310266733,188.76800686120987,37.21600025892258,188.30399960279465,42.24000126123428,qwen27-control-r2,control,2
qwen27,16,4096,2,11,True,0.0021661289501935244,726.1439859867096,102.14399918913841,729.1040122509003,107.64800012111664,qwen27-control-r2,control,2
qwen27,1,8192,2,11,True,0.0022709867917001247,95.72799876332283,21.887999959290028,95.75999900698662,29.360000044107437,qwen27-control-r2,control,2
qwen27,4,8192,2,11,True,0.0021891372743993998,353.84000837802887,58.3840012550354,354.0320098400116,64.99199941754341,qwen27-control-r2,control,2
qwen27,16,8192,2,11,True,0.0022223142441362143,1391.9999599456787,187.80799955129623,1394.1920399665833,192.81599670648575,qwen27-control-r2,control,2
qwen27,1,32768,2,11,True,0.00213429844006896,348.5279977321625,61.39199994504452,348.703995347023,68.09599697589874,qwen27-control-r2,control,2
qwen27,4,32768,2,11,True,0.0022060570772737265,1360.207974910736,187.1199980378151,1366.0160303115845,192.6400065422058,qwen27-control-r2,control,2
qwen27,16,32768,2,11,True,0.0022368086501955986,5444.6399211883545,694.703996181488,5437.6959800720215,698.0800032615662,qwen27-control-r2,control,2
